Company Name,Type,Ex-Date,Record Date,Date Paid/Payable,Particulars
"HLH GROUP LIMITED","RIGHTS","18 Mar 2016","22 Mar 2016","","OFFER OF 1 FOR 2 @ SGD 0.006"
"SPDR DJIA ETF TRUST","DIVIDEND","18 Mar 2016","22 Mar 2016","11 Apr 2016","USD 0.37486 LESS TAX"
"SPDR S&P 500 ETF TRUST","DIVIDEND","18 Mar 2016","22 Mar 2016","29 Apr 2016","USD 1.049604 LESS TAX"
"DAIRY FARM INT'L HOLDINGS LTD","DIVIDEND","16 Mar 2016","18 Mar 2016","11 May 2016","USD 0.135"
"HONGKONG LAND HOLDINGS LIMITED","DIVIDEND","16 Mar 2016","18 Mar 2016","11 May 2016","USD 0.13"
"JARDINE MATHESON HLDGS LTD","DIVIDEND","16 Mar 2016","18 Mar 2016","11 May 2016","SCRIP ALT USD 1.07"
"JARDINE STRATEGIC HLDGS LTD","DIVIDEND","16 Mar 2016","18 Mar 2016","11 May 2016","SCRIP ALT USD 0.2"
"MANDARIN ORIENTAL INTL LTD","DIVIDEND","16 Mar 2016","18 Mar 2016","11 May 2016","USD 0.03"
"MEGHMANI ORGANICS LIMITED","DIVIDEND","16 Mar 2016","18 Mar 2016","29 Mar 2016","INR 0.15"
"ASIAN PAY TELEVISION TRUST","DIVIDEND","15 Mar 2016","17 Mar 2016","24 Mar 2016","011015 - 311215 SGD 0.0225 TAX EXEMPT"
"LYXOR ETF ASIA CON STAP 10","ENTITL.","15 Mar 2016","17 Mar 2016","30 Mar 2016","FINAL DIST AMT USD 57.3116"
"LYXOR ETF ASIA TECHNOLOGY 10","ENTITL.","15 Mar 2016","17 Mar 2016","30 Mar 2016","FINAL DIST AMT USD 34.7352"
"VICPLAS INTERNATIONAL LTD","DIVIDEND","15 Mar 2016","17 Mar 2016","31 Mar 2016","SGD 0.0025 ONE-TIER TAX"
"OUE HOSPITALITY TRUST","RIGHTS","11 Mar 2016","15 Mar 2016","","OFFER OF 33 FOR 100 @ SGD 0.54"
"SAIZEN REAL ESTATE INV TRUST","DIVIDEND","11 Mar 2016","15 Mar 2016","28 Mar 2016","SGD 1.056 TAX EXEMPT"
"GLOBAL INVESTMENTS LIMITED","DIVIDEND","09 Mar 2016","11 Mar 2016","27 Apr 2016","SCRIP DIV SCH SGD 0.0075 ONE-TIER TAX"
"NETEASE ADR 10","DIVIDEND","09 Mar 2016","11 Mar 2016","18 Mar 2016","USD 0.6375"
"TEE INTERNATIONAL LIMITED","DIVIDEND","08 Mar 2016","10 Mar 2016","31 Mar 2016","SGD 0.0015 ONE-TIER TAX"
"IREIT GLOBAL","DIVIDEND","07 Mar 2016","09 Mar 2016","29 Mar 2016","010715 - 311215 SGD 0.0303 TAX EXEMPT"
"AP OIL INTERNATIONAL LIMITED","DIVIDEND","04 Mar 2016","08 Mar 2016","23 Mar 2016","SGD 0.005 ONE-TIER TAX"
"LINC ENERGY LTD","ENTITL.","04 Mar 2016","08 Mar 2016","","SHARE CONSO OFFER OF 1 FOR 6"
"SAPPHIRE CORPORATION LIMITED","ENTITL.","04 Mar 2016","08 Mar 2016","","SHARE CONSO OFFER OF 1 FOR 3"
"KARIN TECHNOLOGY HLDGS LIMITED","DIVIDEND","03 Mar 2016","07 Mar 2016","17 Mar 2016","HKD 0.05"
"MINDRAY MEDICAL INTL ADR 10","ENTITL.","03 Mar 2016","07 Mar 2016","08 Mar 2016","ADR TERMINATE USD 27.95"
"TAI SIN ELECTRIC LIMITED","DIVIDEND","03 Mar 2016","07 Mar 2016","16 Mar 2016","SGD 0.0075 ONE-TIER TAX"
"TEE LAND LIMITED","DIVIDEND","03 Mar 2016","07 Mar 2016","28 Mar 2016","SGD 0.0022 ONE-TIER TAX"
"HSBC ADR 10","DIVIDEND","02 Mar 2016","04 Mar 2016","20 Apr 2016","USD 1.05"
"NEW SILKROUTES GROUP LIMITED","RIGHTS","02 Mar 2016","04 Mar 2016","","1RS+1WTFOR4SH OFFER OF 1 FOR 4 @ SGD 0.2"
"FAR EAST HOSPITALITY TRUST","DIVIDEND","01 Mar 2016","03 Mar 2016","29 Mar 2016","011015 - 311215 SGD 0.0117 LESS TAX"
"ISHARES USD ASIA BOND ETF","DIVIDEND","01 Mar 2016","03 Mar 2016","29 Mar 2016","USD 0.11"
"ISHARES USD ASIA HY BOND ETF","DIVIDEND","01 Mar 2016","03 Mar 2016","29 Mar 2016","USD 0.18"
"LIPPO MALLS INDO RETAIL TRUST","DIVIDEND","29 Feb 2016","02 Mar 2016","15 Mar 2016","011015 - 311215 SGD 0.0031"
"LIPPO MALLS INDO RETAIL TRUST","DIVIDEND","29 Feb 2016","02 Mar 2016","15 Mar 2016","011015 - 311215 SGD 0.005 TAX EXEMPT"
"OCBCCAPCORP(2008) 5.1%NCPS 100","DIVIDEND","29 Feb 2016","02 Mar 2016","21 Mar 2016","200915 - 190316 5.1%"
"COSMOSTEEL HOLDINGS LIMITED","DIVIDEND","25 Feb 2016","29 Feb 2016","11 Mar 2016","SGD 0.005 ONE-TIER TAX"
"MM2 ASIA LTD.","ENTITL.","25 Feb 2016","29 Feb 2016","","STOCK SPLIT OFFER OF 2 FOR 1"
"BH GLOBAL CORPORATION LIMITED","ENTITL.","24 Feb 2016","26 Feb 2016","","SHARE CONSO OFFER OF 1 FOR 4"
"CWT LIMITED","DIVIDEND","24 Feb 2016","26 Feb 2016","04 Mar 2016","SGD 0.06 ONE-TIER TAX"
"DELONG HOLDINGS LIMITED","ENTITL.","24 Feb 2016","26 Feb 2016","","SHARE CONSO OFFER OF 1 FOR 5"
"IPC CORPORATION LIMITED","ENTITL.","24 Feb 2016","26 Feb 2016","","CAP REDUCTION SGD 1.6"
"SOUTHERN PACKAGING GROUP LTD","ENTITL.","24 Feb 2016","26 Feb 2016","","SHARE CONSO OFFER OF 1 FOR 4"
"GOODLAND GROUP LIMITED","DIVIDEND","23 Feb 2016","25 Feb 2016","04 Mar 2016","SGD 0.003 ONE-TIER TAX"
"TIONG WOON CORP HOLDING LTD","ENTITL.","23 Feb 2016","25 Feb 2016","","SHARE CONSO OFFER OF 1 FOR 2"
"NY01100F 160901","INTEREST","22 Feb 2016","24 Feb 2016","01 Mar 2016","3.75%"
"NY03100A 180901","INTEREST","22 Feb 2016","24 Feb 2016","01 Mar 2016","4%"
"NY05100N 200901","INTEREST","22 Feb 2016","24 Feb 2016","01 Mar 2016","3.25%"
"NY07100X 220901","INTEREST","22 Feb 2016","24 Feb 2016","01 Mar 2016","3.125%"
"NY09100H 240901","INTEREST","22 Feb 2016","24 Feb 2016","01 Mar 2016","3%"
"NZ07100S 270301","INTEREST","22 Feb 2016","24 Feb 2016","01 Mar 2016","3.5%"
"NZ10100F 300901","INTEREST","22 Feb 2016","24 Feb 2016","01 Mar 2016","2.875%"
"NZ13100V 330901","INTEREST","22 Feb 2016","24 Feb 2016","01 Mar 2016","3.375%"
"ASIA FASHION HOLDINGS LIMITED","ENTITL.","19 Feb 2016","23 Feb 2016","","SHARE CONSOL OFFER OF 1 FOR 16"
"ELLIPSIZ LTD","DIVIDEND","19 Feb 2016","23 Feb 2016","16 Mar 2016","SGD 0.007 ONE-TIER TAX"
"ISOTEAM LTD.","BONUS","19 Feb 2016","23 Feb 2016","","OFFER OF 1 FOR 1"
"SPDR DJIA ETF TRUST","DIVIDEND","19 Feb 2016","23 Feb 2016","14 Mar 2016","USD 0.61262 LESS TAX"
"ASPIAL TREA S$150M5.25%B200828","INTEREST","18 Feb 2016","22 Feb 2016","29 Feb 2016","280815 - 270216 5.25%"
"BRITISH & MALAYAN TRUSTEES LTD","DIVIDEND","18 Feb 2016","22 Feb 2016","11 Mar 2016","SGD 0.015 ONE-TIER TAX"
"LUM CHANG HOLDINGS LIMITED","DIVIDEND","18 Feb 2016","22 Feb 2016","11 Mar 2016","SGD 0.0075 ONE-TIER TAX"
"SAIZEN REAL ESTATE INV TRUST","DIVIDEND","18 Feb 2016","22 Feb 2016","29 Mar 2016","010715 - 311215 SGD 0.0283 TAX EXEMPT"
"SINGAPORE POST LIMITED","DIVIDEND","18 Feb 2016","22 Feb 2016","04 Mar 2016","SGD 0.015 ONE-TIER TAX"
"CROESUS RETAIL TRUST","DIVIDEND","17 Feb 2016","19 Feb 2016","30 Mar 2016","DRP;0107-311215 SGD 0.035 TAX EXEMPT"
"IMPERIUM CROWN LIMITED","DIVIDEND","17 Feb 2016","19 Feb 2016","03 Mar 2016","SGD 0.001 ONE-TIER TAX"
"ROYAL DUTCH SHELL A ADR 10","DIVIDEND","17 Feb 2016","19 Feb 2016","29 Mar 2016","USD 0.799"
"SILVERLAKE AXIS LTD","DIVIDEND","17 Feb 2016","19 Feb 2016","07 Mar 2016","SGD 0.0075 ONE-TIER TAX"
"XMH HOLDINGS LTD.","ENTITL.","17 Feb 2016","19 Feb 2016","","SHARE CONSOL OFFER OF 1 FOR 4"
"AVI-TECH ELECTRONICS LIMITED","DIVIDEND","15 Feb 2016","17 Feb 2016","29 Feb 2016","SGD 0.014 ONE-TIER TAX"
"LHN LIMITED","DIVIDEND","15 Feb 2016","17 Feb 2016","25 Feb 2016","SGD 0.003 ONE-TIER TAX"
"CAPITALAND RETAIL CHINA TRUST","DIVIDEND","12 Feb 2016","16 Feb 2016","30 Mar 2016","JUL-DEC15DRP SGD 0.0083 TAX EXEMPT"
"CAPITALAND RETAIL CHINA TRUST","DIVIDEND","12 Feb 2016","16 Feb 2016","30 Mar 2016","JUL-DEC15DRP SGD 0.044"
"HUTCHISON PORT HOLDINGS TRUST","DIVIDEND","11 Feb 2016","15 Feb 2016","24 Mar 2016","010715 - 311215 HKD 0.187 TAX EXEMPT"
"CHEW'S GROUP LIMITED","DIVIDEND","10 Feb 2016","12 Feb 2016","19 Feb 2016","SGD 0.0049 ONE-TIER TAX"
"CH OFFSHORE LTD","DIVIDEND","05 Feb 2016","11 Feb 2016","19 Feb 2016","SGD 0.025 ONE-TIER TAX"
"ENVICTUS INTERNATIONAL HOLDINGS LIMITED","ENTITL.","05 Feb 2016","11 Feb 2016","","SHARE CONSOL OFFER OF 1 FOR 5"
"MICRO-MECHANICS (HOLDINGS) LTD","DIVIDEND","05 Feb 2016","11 Feb 2016","25 Feb 2016","SGD 0.02 ONE-TIER TAX"
"AIMS AMP CAP INDUSTRIAL REIT","DIVIDEND","04 Feb 2016","10 Feb 2016","23 Mar 2016","011015 - 311215 SGD 0.0008 TAX EXEMPT"
"AIMS AMP CAP INDUSTRIAL REIT","DIVIDEND","04 Feb 2016","10 Feb 2016","23 Mar 2016","011015 - 311215 SGD 0.0012"
"AIMS AMP CAP INDUSTRIAL REIT","DIVIDEND","04 Feb 2016","10 Feb 2016","23 Mar 2016","011015 - 311215 SGD 0.0265 LESS TAX"
"NAM LEE PRESSED METAL INDS LTD","DIVIDEND","04 Feb 2016","10 Feb 2016","22 Feb 2016","SGD 0.015 ONE-TIER TAX"
"NAM LEE PRESSED METAL INDS LTD","DIVIDEND","04 Feb 2016","10 Feb 2016","22 Feb 2016","SGD 0.01 ONE-TIER TAX"
"CAPITALDMTR S$350M3.08%B210220","INTEREST","03 Feb 2016","05 Feb 2016","22 Feb 2016","200815 - 190216 3.08%"
"CDL HOSPITALITY TRUSTS","DIVIDEND","03 Feb 2016","05 Feb 2016","29 Feb 2016","010715 - 311215 SGD 0.0104 TAX EXEMPT"
"CDL HOSPITALITY TRUSTS","DIVIDEND","03 Feb 2016","05 Feb 2016","29 Feb 2016","010715 - 311215 SGD 0.0011"
"CDL HOSPITALITY TRUSTS","DIVIDEND","03 Feb 2016","05 Feb 2016","29 Feb 2016","010715 - 311215 SGD 0.0422 LESS TAX"
"FORTUNE REAL ESTATE INV TRUST","DIVIDEND","03 Feb 2016","05 Feb 2016","29 Feb 2016","010715-311215 HKD 0.235 TAX EXEMPT"
"FRASER AND NEAVE LIMITED","DIVIDEND","03 Feb 2016","05 Feb 2016","19 Feb 2016","SGD 0.03 ONE-TIER TAX"
"FRASERS CENTREPOINT LIMITED","DIVIDEND","03 Feb 2016","05 Feb 2016","19 Feb 2016","SGD 0.062 ONE-TIER TAX"
"OXLEY HOLDINGS LIMITED","DIVIDEND","03 Feb 2016","05 Feb 2016","16 Feb 2016","SGD 0.0075 ONE-TIER TAX"
"PNE INDUSTRIES LTD","DIVIDEND","03 Feb 2016","05 Feb 2016","19 Feb 2016","SGD 0.02 ONE-TIER TAX"
"BRC ASIA LIMITED","DIVIDEND","02 Feb 2016","04 Feb 2016","18 Feb 2016","SGD 0.02 ONE-TIER TAX"
"K1 VENTURES LIMITED","DIVIDEND","02 Feb 2016","04 Feb 2016","18 Feb 2016","SGD 0.21 ONE-TIER TAX"
"KEONG HONG HOLDINGS LIMITED","DIVIDEND","02 Feb 2016","04 Feb 2016","19 Feb 2016","SGD 0.04 ONE-TIER TAX"
"MAPLETREE COMMERCIAL TRUST","DIVIDEND","02 Feb 2016","04 Feb 2016","10 Mar 2016","0110-311215DRP SGD 0.0208 LESS TAX"
"OUE COMMERCIAL REIT","DIVIDEND","02 Feb 2016","04 Feb 2016","29 Feb 2016","010715 - 311215 SGD 0.0099"
"OUE COMMERCIAL REIT","DIVIDEND","02 Feb 2016","04 Feb 2016","29 Feb 2016","010715 - 311215 SGD 0.0139 LESS TAX"
"ASCOTT RESIDENCE TRUST","DIVIDEND","01 Feb 2016","03 Feb 2016","29 Feb 2016","010715 - 311215 SGD 0.00631 TAX EXEMPT"
"ASCOTT RESIDENCE TRUST","DIVIDEND","01 Feb 2016","03 Feb 2016","29 Feb 2016","010715 - 311215 SGD 0.02889"
"ASCOTT RESIDENCE TRUST","DIVIDEND","01 Feb 2016","03 Feb 2016","29 Feb 2016","010715 - 311215 SGD 0.00618 LESS TAX"
"MAPLETREE INDUSTRIAL TRUST","DIVIDEND","01 Feb 2016","03 Feb 2016","07 Mar 2016","0110-311215 DRP SGD 0.0282 LESS TAX"
"PARKWAYLIFE REIT","DIVIDEND","01 Feb 2016","03 Feb 2016","26 Feb 2016","011015 - 311215 SGD 0.0028 TAX EXEMPT"
"PARKWAYLIFE REIT","DIVIDEND","01 Feb 2016","03 Feb 2016","26 Feb 2016","011015 - 311215 SGD 0.005"
"PARKWAYLIFE REIT","DIVIDEND","01 Feb 2016","03 Feb 2016","26 Feb 2016","011015 - 311215 SGD 0.0038"
"PARKWAYLIFE REIT","DIVIDEND","01 Feb 2016","03 Feb 2016","26 Feb 2016","011015 - 311215 SGD 0.0221 LESS TAX"
"STARHILL GLOBAL REIT","DIVIDEND","01 Feb 2016","03 Feb 2016","29 Feb 2016","011015 - 311215 SGD 0.0034"
"STARHILL GLOBAL REIT","DIVIDEND","01 Feb 2016","03 Feb 2016","29 Feb 2016","011015 - 311215 SGD 0.0098 LESS TAX"
"SUNTEC REAL ESTATE INV TRUST","DIVIDEND","01 Feb 2016","03 Feb 2016","26 Feb 2016","011015 - 311215 SGD 0.00268 TAX EXEMPT"
"SUNTEC REAL ESTATE INV TRUST","DIVIDEND","01 Feb 2016","03 Feb 2016","26 Feb 2016","011015 - 311215 SGD 0.00332"
"SUNTEC REAL ESTATE INV TRUST","DIVIDEND","01 Feb 2016","03 Feb 2016","26 Feb 2016","011015 - 311215 SGD 0.0215 LESS TAX"
"VIVA INDUSTRIAL TRUST","DIVIDEND","01 Feb 2016","03 Feb 2016","29 Feb 2016","271115 - 311215 SGD 0.0013 TAX EXEMPT"
"VIVA INDUSTRIAL TRUST","DIVIDEND","01 Feb 2016","03 Feb 2016","29 Feb 2016","271115 - 311215 SGD 0.00463 LESS TAX"
"CACHE LOGISTICS TRUST","DIVIDEND","29 Jan 2016","02 Feb 2016","29 Feb 2016","131115 - 311215 SGD 0.00051 TAX EXEMPT"
"CACHE LOGISTICS TRUST","DIVIDEND","29 Jan 2016","02 Feb 2016","29 Feb 2016","131115 - 311215 SGD 0.00237"
"CACHE LOGISTICS TRUST","DIVIDEND","29 Jan 2016","02 Feb 2016","29 Feb 2016","131115 - 311215 SGD 0.00886 LESS TAX"
"MAPLETREE LOGISTICS TRUST","DIVIDEND","29 Jan 2016","02 Feb 2016","29 Feb 2016","0110-311215 DRP SGD 0.0104 LESS TAX"
"MAPLETREE LOGISTICS TRUST","DIVIDEND","29 Jan 2016","02 Feb 2016","29 Feb 2016","0110-311215 DRP SGD 0.00465 TAX EXEMPT"
"MAPLETREE LOGISTICS TRUST","DIVIDEND","29 Jan 2016","02 Feb 2016","29 Feb 2016","0110-311215 DRP SGD 0.0006"
"MAPLETREE LOGISTICS TRUST","DIVIDEND","29 Jan 2016","02 Feb 2016","29 Feb 2016","0110-311215 DRP SGD 0.00305"
"OUE HOSPITALITY TRUST","DIVIDEND","29 Jan 2016","02 Feb 2016","26 Feb 2016","011015 - 311215 SGD 0.017 LESS TAX"
"SABANA SHARI'AH COMPLIANT REIT","DIVIDEND","29 Jan 2016","02 Feb 2016","29 Feb 2016","011015 - 311215 SGD 0.015 LESS TAX"
"STI ETF","DIVIDEND","29 Jan 2016","02 Feb 2016","18 Feb 2016","SGD 0.041"
"STI ETF","DIVIDEND","29 Jan 2016","02 Feb 2016","18 Feb 2016","SGD 0.005"
"STI ETF","DIVIDEND","29 Jan 2016","02 Feb 2016","18 Feb 2016","SGD 0.005 ONE-TIER TAX"
"CAPITALAND MALL TRUST","DIVIDEND","28 Jan 2016","01 Feb 2016","29 Feb 2016","011015-311215 SGD 0.0288 LESS TAX"
"GDS GLOBAL LIMITED","DIVIDEND","28 Jan 2016","01 Feb 2016","12 Feb 2016","SGD 0.01 ONE-TIER TAX"
"XPRESS HOLDINGS LTD","ENTITL.","28 Jan 2016","01 Feb 2016","","SHARE CONSO OFFER OF 1 FOR 40"
"FRASERS CENTREPOINT TRUST","DIVIDEND","27 Jan 2016","29 Jan 2016","29 Feb 2016","011015-311215 SGD 0.0287 LESS TAX"
"SOILBUILD BUSINESS SPACE REIT","DIVIDEND","27 Jan 2016","29 Jan 2016","23 Feb 2016","011015-311215 SGD 0.01614 LESS TAX"
"CAPITALAND COMMERCIAL TRUST","DIVIDEND","26 Jan 2016","28 Jan 2016","26 Feb 2016","010715-311215 SGD 0.0001 TAX EXEMPT"
"CAPITALAND COMMERCIAL TRUST","DIVIDEND","26 Jan 2016","28 Jan 2016","26 Feb 2016","010715-311215 SGD 0.043 LESS TAX"
"FRASERS COMMERCIAL TRUST","DIVIDEND","26 Jan 2016","28 Jan 2016","29 Feb 2016","DRP;0110-3112 SGD 0.0067 TAX EXEMPT"
"FRASERS COMMERCIAL TRUST","DIVIDEND","26 Jan 2016","28 Jan 2016","29 Feb 2016","DRP;0110-3112 SGD 0.0184 LESS TAX"
"SINGAPORE EXCHANGE LIMITED","DIVIDEND","26 Jan 2016","28 Jan 2016","04 Feb 2016","SGD 0.05 ONE-TIER TAX"
"FIRST REAL ESTATE INV TRUST","DIVIDEND","25 Jan 2016","27 Jan 2016","29 Feb 2016","DRP;0110-3112 SGD 0.011 TAX EXEMPT"
"FIRST REAL ESTATE INV TRUST","DIVIDEND","25 Jan 2016","27 Jan 2016","29 Feb 2016","DRP;0110-3112 SGD 0.0091"
"FIRST REAL ESTATE INV TRUST","DIVIDEND","25 Jan 2016","27 Jan 2016","29 Feb 2016","DRP;0110-3112 SGD 0.0008 LESS TAX"
"FIRST REAL ESTATE INV TRUST A","ENTITL.","25 Jan 2016","27 Jan 2016","","DELIST A SHARE"
"KEPPEL INFRASTRUCTURE TRUST","DIVIDEND","22 Jan 2016","26 Jan 2016","19 Feb 2016","011015-311215 SGD 0.0093 TAX EXEMPT"
"KEPPEL REIT","DIVIDEND","22 Jan 2016","26 Jan 2016","26 Feb 2016","DRP;0110-311215 SGD 0.0027 TAX EXEMPT"
"KEPPEL REIT","DIVIDEND","22 Jan 2016","26 Jan 2016","26 Feb 2016","DRP;0110-311215 SGD 0.001"
"KEPPEL REIT","DIVIDEND","22 Jan 2016","26 Jan 2016","26 Feb 2016","DRP;0110-311215 SGD 0.0016"
"KEPPEL REIT","DIVIDEND","22 Jan 2016","26 Jan 2016","26 Feb 2016","DRP;0110-311215 SGD 0.0115 LESS TAX"
"RIVERSTONE HOLDINGS LIMITED","BONUS","21 Jan 2016","25 Jan 2016","","OFFER OF 1 FOR 1"
"CAMBRIDGE INDUSTRIAL TRUST","DIVIDEND","20 Jan 2016","22 Jan 2016","29 Feb 2016","OCT15-DEC15DRP SGD 0.01139 LESS TAX"
"KEPPEL DC REIT","DIVIDEND","20 Jan 2016","22 Jan 2016","29 Feb 2016","010715 - 311215 SGD 0.0173 TAX EXEMPT"
"KEPPEL DC REIT","DIVIDEND","20 Jan 2016","22 Jan 2016","29 Feb 2016","010715 - 311215 SGD 0.0155 LESS TAX"
"LIAN BENG GROUP LTD","DIVIDEND","19 Jan 2016","21 Jan 2016","03 Feb 2016","SGD 0.01 ONE-TIER TAX"
"SPDR DJIA ETF TRUST","DIVIDEND","18 Jan 2016","20 Jan 2016","16 Feb 2016","USD 0.08588 LESS TAX"
"TRIYARDS HOLDINGS LIMITED","DIVIDEND","14 Jan 2016","18 Jan 2016","02 Feb 2016","SGD 0.01 ONE-TIER TAX"
"YHI INTERNATIONAL LIMITED","ENTITL.","14 Jan 2016","18 Jan 2016","","SHARE CONSOL OFFER OF 1 FOR 2"
"SPH REIT","DIVIDEND","11 Jan 2016","13 Jan 2016","15 Feb 2016","010915 - 301115 SGD 0.0133 LESS TAX"
"SECOND CHANCE PROPERTIES LTD","DIVIDEND","06 Jan 2016","08 Jan 2016","24 Feb 2016","SCRIP DVD SCH SGD 0.0355 ONE-TIER TAX"
"HUPSTEEL LTD","ENTITL.","05 Jan 2016","07 Jan 2016","","SHARE CONSOL OFFER OF 1 FOR 5"
"INFORMATICS EDUCATION LTD.","ENTITL.","05 Jan 2016","07 Jan 2016","","SHARE CONSOL OFFER OF 1 FOR 20"
"ABF SPORE BOND INDEX FUND ETF","DIVIDEND","04 Jan 2016","06 Jan 2016","15 Jan 2016","SGD 0.0265"
"MEMTECH INTERNATIONAL LTD","ENTITL.","04 Jan 2016","06 Jan 2016","","SHARE CONSO OFFER OF 1 FOR 5"
"NIKKO AM SINGAPORE STI ETF","DIVIDEND","04 Jan 2016","06 Jan 2016","15 Jan 2016","SGD 0.0452"
"CAPITAMALLASTRS$400M3.8%220112","INTEREST","31 Dec 2015","05 Jan 2016","12 Jan 2016","120715-110116 3.8%"
"CHASEN HOLDINGS LIMITED","RIGHTS","31 Dec 2015","05 Jan 2016","","1RT2WTFOR2SH OFFER OF 1 FOR 2 @ SGD 0.05"
"CHASEN HOLDINGS W170320","ENTITL.","31 Dec 2015","05 Jan 2016","","WTADJ 0.0909091"
"FALCON ENERGY GROUP LIMITED","DIVIDEND","31 Dec 2015","05 Jan 2016","20 Jan 2016","SGD 0.005 ONE-TIER TAX"
"AIMS PROPERTY SECURITIES FUND","DIVIDEND","29 Dec 2015","31 Dec 2015","18 Mar 2016","ESTIMATED AUD 0.001472"
"ISHARES S&P500 IVV 10","DIVIDEND","29 Dec 2015","31 Dec 2015","05 Jan 2016","USD 0.190196 LESS TAX"
"ASCENDAS REAL ESTATE INV TRUST","OFFER","28 Dec 2015","30 Dec 2015","","OFFER OF 3 FOR 80 @ SGD 2.218"
"CNMC GOLDMINE HOLDINGS LIMITED","DIVIDEND","28 Dec 2015","30 Dec 2015","20 Jan 2016","SGD 0.0018 ONE-TIER TAX"
"OSIM INTERNATIONAL LTD","DIVIDEND","28 Dec 2015","30 Dec 2015","06 Jan 2016","SGD 0.01 ONE-TIER TAX"
"ISHARES DJ US TECH IYW 10","DIVIDEND","24 Dec 2015","29 Dec 2015","31 Dec 2015","USD 0.346262 LESS TAX"
"ISHARES S&P500 IVV 10","DIVIDEND","24 Dec 2015","29 Dec 2015","31 Dec 2015","USD 1.187263 LESS TAX"
"MOYA HOLDINGS ASIA LIMITED","RIGHTS","24 Dec 2015","29 Dec 2015","","OFFER OF 5 FOR 4 @ SGD 0.033"
"KENCANA AGRI LIMITED","ENTITL.","23 Dec 2015","28 Dec 2015","","SHARE CONSOL OFFER OF 1 FOR 4"
"N515100S 200701","INTEREST","23 Dec 2015","28 Dec 2015","04 Jan 2016","2%"
"NX13100H 230701","INTEREST","23 Dec 2015","28 Dec 2015","04 Jan 2016","2.75%"
"NY14100E 290701","INTEREST","23 Dec 2015","28 Dec 2015","04 Jan 2016","2.875%"
"ISHARES MSCI SINGAPORE EWS 100","DIVIDEND","21 Dec 2015","23 Dec 2015","28 Dec 2015","USD 0.251515 LESS TAX"
"SINGTEL","DIVIDEND","21 Dec 2015","23 Dec 2015","13 Jan 2016","SGD 0.068 ONE-TIER TAX"
"SPDR DJIA ETF TRUST","DIVIDEND","18 Dec 2015","22 Dec 2015","11 Jan 2016","USD 0.40754 LESS TAX"
"SPDR S&P 500 ETF TRUST","DIVIDEND","18 Dec 2015","22 Dec 2015","29 Jan 2016","USD 1.21155 LESS TAX"
"CHINA STAR FOOD GROUP LIMITED","ENTITL.","17 Dec 2015","21 Dec 2015","","SHARE CONSOL OFFER OF 1 FOR 4"
"NEW SILKROUTES GROUP LIMITED","ENTITL.","16 Dec 2015","18 Dec 2015","","SHARE CONSOL OFFER OF 1 FOR 500"
"ASCENDAS REAL ESTATE INV TRUST","DIVIDEND","15 Dec 2015","17 Dec 2015","15 Jan 2016","SGD 0.00016"
"ASCENDAS REAL ESTATE INV TRUST","DIVIDEND","15 Dec 2015","17 Dec 2015","15 Jan 2016","SGD 0.00039 TAX EXEMPT"
"ASCENDAS REAL ESTATE INV TRUST","DIVIDEND","15 Dec 2015","17 Dec 2015","15 Jan 2016","SGD 0.03005 LESS TAX"
"ASIAN PAY TELEVISION TRUST","DIVIDEND","09 Dec 2015","11 Dec 2015","18 Dec 2015","010715 - 300915 SGD 0.02 TAX EXEMPT"
"BOUSTEAD SINGAPORE LIMITED","DIVIDEND","09 Dec 2015","11 Dec 2015","27 Jan 2016","SCRIP DIV SCHEM SGD 0.01 ONE-TIER TAX"
"CIVMEC LIMITED","DIVIDEND","09 Dec 2015","11 Dec 2015","21 Dec 2015","SGD 0.007 TAX EXEMPT"
"LYXOR ETF ASIA REAL ESTATE 10","DIVIDEND","09 Dec 2015","11 Dec 2015","21 Dec 2015","USD 0.13"
"LYXOR ETF DOW JONES IA 10","DIVIDEND","09 Dec 2015","11 Dec 2015","21 Dec 2015","USD 0.21"
"LYXOR ETF MSCI EUROPE 10","DIVIDEND","09 Dec 2015","11 Dec 2015","21 Dec 2015","USD 0.1"
"LYXOR ETF MSCI WORLD 10","DIVIDEND","09 Dec 2015","11 Dec 2015","21 Dec 2015","USD 0.015"
"LYXOR HANG SENG INDEX FUND 10","DIVIDEND","09 Dec 2015","11 Dec 2015","21 Dec 2015","USD 0.03"
"LYXOR JAPAN (TOPIX) FUND 10","DIVIDEND","09 Dec 2015","11 Dec 2015","21 Dec 2015","USD 0.01"
"CITY DEVELOPMENTS LTD NCCPS","DIVIDEND","08 Dec 2015","10 Dec 2015","31 Dec 2015","300615 - 301215 3.9% ONE-TIER TAX"
"KSH HOLDINGS LIMITED","BONUS","08 Dec 2015","10 Dec 2015","","OFFER OF 1 FOR 10"
"MIDAS HLDGS LIMITED","DIVIDEND","08 Dec 2015","10 Dec 2015","22 Dec 2015","SGD 0.0025 ONE-TIER TAX"
"SINGAPORE PRESS HLDGS LTD","DIVIDEND","08 Dec 2015","10 Dec 2015","23 Dec 2015","SGD 0.05 ONE-TIER TAX"
"SINGAPORE PRESS HLDGS LTD","DIVIDEND","08 Dec 2015","10 Dec 2015","23 Dec 2015","SGD 0.08 ONE-TIER TAX"
